taxpayer_id,final_score,processing_stages
TP004741,0.1206,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1206,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0724,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0241,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    }
  },
  ""audit_history"": []
}"
TP000069,0.2487,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2487,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1492,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0497,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    }
  },
  ""audit_history"": []
}"
TP004100,0.0928,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0928,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0557,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0186,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    }
  },
  ""audit_history"": []
}"
TP004101,0.1491,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1491,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0895,
      ""timestamp"": ""2025-05-06T02:20:53.312504""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0298,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    }
  },
  ""audit_history"": []
}"
TP006960,0.1624,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1624,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0974,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0325,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    }
  },
  ""audit_history"": []
}"
TP000612,0.0487,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0487,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0292,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0097,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    }
  },
  ""audit_history"": []
}"
TP004289,0.3956,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3956,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2374,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0791,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    }
  },
  ""audit_history"": []
}"
TP008571,0.0857,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0857,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0514,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0171,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    }
  },
  ""audit_history"": []
}"
TP000713,0.1086,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1086,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0652,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0217,
      ""timestamp"": ""2025-05-06T02:20:53.313508""
    }
  },
  ""audit_history"": []
}"
TP001544,0.2011,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2011,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1206,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0402,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    }
  },
  ""audit_history"": []
}"
TP000536,0.2603,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2603,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1562,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0521,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    }
  },
  ""audit_history"": []
}"
TP003854,0.0814,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0814,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0489,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0163,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    }
  },
  ""audit_history"": []
}"
TP000555,0.2781,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2781,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1669,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0556,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    }
  },
  ""audit_history"": []
}"
TP006366,0.1238,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1238,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0743,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0248,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    }
  },
  ""audit_history"": []
}"
TP000512,0.161,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.161,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0966,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0322,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    }
  },
  ""audit_history"": []
}"
TP003207,0.2891,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2891,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1735,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0578,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    }
  },
  ""audit_history"": []
}"
TP008085,0.3752,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3752,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2251,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.075,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    }
  },
  ""audit_history"": []
}"
TP000968,0.1124,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1124,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0674,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0225,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    }
  },
  ""audit_history"": []
}"
TP006044,0.1155,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1155,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0693,
      ""timestamp"": ""2025-05-06T02:20:53.314525""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0231,
      ""timestamp"": ""2025-05-06T02:20:53.315523""
    }
  },
  ""audit_history"": []
}"
TP006880,0.1462,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1462,
      ""timestamp"": ""2025-05-06T02:20:53.315523""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0877,
      ""timestamp"": ""2025-05-06T02:20:53.315523""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0292,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    }
  },
  ""audit_history"": []
}"
TP006776,0.5,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.5,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.3,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.1,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    }
  },
  ""audit_history"": []
}"
TP003296,0.2894,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2894,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1736,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0579,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    }
  },
  ""audit_history"": []
}"
TP008702,0.4901,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.4901,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2941,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.098,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    }
  },
  ""audit_history"": []
}"
TP003430,0.0722,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.0722,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0433,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0144,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    }
  },
  ""audit_history"": []
}"
TP008871,0.1049,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1049,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0629,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.021,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    }
  },
  ""audit_history"": []
}"
TP006963,0.152,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.152,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0912,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0304,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    }
  },
  ""audit_history"": []
}"
TP002089,0.048,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.048,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.0288,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0096,
      ""timestamp"": ""2025-05-06T02:20:53.316520""
    }
  },
  ""audit_history"": []
}"
TP008500,0.1678,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1678,
      ""timestamp"": ""2025-05-06T02:20:53.317515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1007,
      ""timestamp"": ""2025-05-06T02:20:53.317515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0336,
      ""timestamp"": ""2025-05-06T02:20:53.317515""
    }
  },
  ""audit_history"": []
}"
TP006163,0.3119,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3119,
      ""timestamp"": ""2025-05-06T02:20:53.317515""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1871,
      ""timestamp"": ""2025-05-06T02:20:53.317515""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0624,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    }
  },
  ""audit_history"": []
}"
TP003211,0.2688,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2688,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1613,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0538,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    }
  },
  ""audit_history"": []
}"
TP000201,0.3482,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3482,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.2089,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0696,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    }
  },
  ""audit_history"": []
}"
TP006606,0.1938,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1938,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1163,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0388,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    }
  },
  ""audit_history"": []
}"
TP001110,0.3258,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.3258,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1955,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0652,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    }
  },
  ""audit_history"": []
}"
TP005729,0.2434,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2434,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.146,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0487,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    }
  },
  ""audit_history"": []
}"
TP007830,0.2418,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.2418,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1451,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0484,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    }
  },
  ""audit_history"": []
}"
TP001039,0.1778,"{
  ""stages"": {
    ""pre-filing"": {
      ""status"": ""processed"",
      ""score"": 0.1778,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""initial"": {
      ""status"": ""processed"",
      ""score"": 0.1067,
      ""timestamp"": ""2025-05-06T02:20:53.318514""
    },
    ""post-processing"": {
      ""status"": ""processed"",
      ""score"": 0.0356,
      ""timestamp"": ""2025-05-06T02:20:53.319502""
    }
  },
  ""audit_history"": []
}"
